id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
444,208,65,"solovyev, anatoly",анатолий яковлевич соловьёв,male,1948,u.s.s.r/russia,military,tspk-6,1976,3,5,commander,1993,12,soyuz tm­15,mir,soyuz tm­15,4533,15624.03,4,18.35,78.8
445,208,65,"solovyev, anatoly",анатолий яковлевич соловьёв,male,1948,u.s.s.r/russia,military,tspk-6,1976,4,5,commander,1995,19,sts­71,mir,soyuz tm­21,1811,15624.03,3,14.53,78.8
446,208,65,"solovyev, anatoly",анатолий яковлевич соловьёв,male,1948,u.s.s.r/russia,military,tspk-6,1976,5,5,commander,1997,24,soyuz tm­26,mir,soyuz tm­26,4745,15624.03,7,89.13,78.8
447,209,2,"aleksandrov, aleksandr",александър панайотов александров,male,1951,bulgaria,military,1978 intercosmos group,1978,1,1,pilot,1988,2,soyuz tm-5,mir ep,soyuz tm-4,47,47,0,0,0
448,210,66,"polyakov, valeri",валерий владимирович поляков,male,1942,u.s.s.r/russia,civilian,imbp-1,1972,1,2,flight engineer,1988,3,soyuz tm­6,mir,soyuz tm­7,5782,16288.53,0,0,0
449,210,66,"polyakov, valeri",валерий владимирович поляков,male,1942,u.s.s.r/russia,civilian,imbp-1,1972,2,2,msp,1994,15,soyuz tm­18,mir,soyuz tm­20,10505,16288.53,0,0,0
450,211,1,"mohmand, abdul ahad",Unknown,male,1959,afghanistan,military,afghanistan,1988,1,1,msp,1988,3,soyuz tm-6,mir ep,soyuz tm-5,212,212,0,0,0
451,212,67,"krikalev, sergei",сергей константинович крикалёв,male,1958,u.s.s.r/russia,civilian,npoe-7,1985,1,6,flight engineer,1988,4,soyuz tm­7,mir,soyuz tm­7,3635,19281.65,0,0,41.43
452,212,67,"krikalev, sergei",сергей константинович крикалёв,male,1958,u.s.s.r/russia,civilian,npoe-7,1985,2,6,flight engineer,1991,9,soyuz tm­12,mir,soyuz tm­13,7484,19281.65,7,34.48,41.43
453,212,67,"krikalev, sergei",сергей константинович крикалёв,male,1958,u.s.s.r/russia,civilian,npoe-7,1985,3,6,flight engineer,1994,sts­60,sts­60,sts­60,sts­60,199,19281.65,0,0,41.43
454,212,67,"krikalev, sergei",сергей константинович крикалёв,male,1958,u.s.s.r/russia,civilian,npoe-7,1985,4,6,flight engineer,1998,sts­88,sts­88,sts­88,sts­88,283,19281.65,0,0,41.43
455,212,67,"krikalev, sergei",сергей константинович крикалёв,male,1958,u.s.s.r/russia,civilian,npoe-7,1985,5,6,flight engineer,2000,1,soyuz tm­31,iss,sts­102,3383,19281.65,0,0,41.43
456,212,67,"krikalev, sergei",сергей константинович крикалёв,male,1958,u.s.s.r/russia,civilian,npoe-7,1985,6,6,commander,2005,11,soyuz tma­6,iss,soyuz tma­6,4296,19281.65,1,4.95,41.43
457,213,124,"gardner, guy s.","gardner, guy s.",male,1948,u.s.,military,nasa astronaut group 9,1980,1,2,pilot,1988,sts-27,sts-27,sts-27,sts-27,105,320.16,0,0,0
458,213,124,"gardner, guy s.","gardner, guy s.",male,1948,u.s.,military,nasa astronaut group 9,1980,2,2,pilot,1990,sts-35,sts-35,sts-35,sts-35,215,320.16,0,0,0
459,214,125,"shepherd, william m.","shepherd, william m.",male,1949,u.s.,military,1984 nasa group 10,1984,1,4,msp,1988,sts-27,sts-27,sts-27,sts-27,105,3721,0,0,0
460,214,125,"shepherd, william m.","shepherd, william m.",male,1949,u.s.,military,1984 nasa group 10,1984,2,4,msp,1990,sts-41,sts-41,sts-41,sts-41,98,3721,0,0,0
461,214,125,"shepherd, william m.","shepherd, william m.",male,1949,u.s.,military,1984 nasa group 10,1984,3,4,msp,1992,sts-52,sts-52,sts-52,sts-52,237,3721,0,0,0
462,214,125,"shepherd, william m.","shepherd, william m.",male,1949,u.s.,military,1984 nasa group 10,1984,4,4,flight engineer,2000,1,soyuz tm-31,iss,sts-102,3281,3721,0,0,0
463,215,126,"blaha, john e.","blaha, john e.",male,1942,u.s.,military,nasa- 9,1980,1,5,pilot,1989,sts-29,sts-29,sts-29,sts-29,120,3864,0,0,0
464,215,126,"blaha, john e.","blaha, john e.",male,1942,u.s.,military,nasa- 9,1980,2,5,pilot,1989,sts-33,sts-33,sts-33,sts-33,120,3864,0,0,0
465,215,126,"blaha, john e.","blaha, john e.",male,1942,u.s.,military,nasa- 9,1980,3,5,commander,1991,sts-43,sts-43,sts-43,sts-43,213,3864,0,0,0
466,215,126,"blaha, john e.","blaha, john e.",male,1942,u.s.,military,nasa- 9,1980,4,5,commander,1993,sts-58,sts-58,sts-58,sts-58,336,3864,0,0,0
467,215,126,"blaha, john e.","blaha, john e.",male,1942,u.s.,military,nasa- 9,1980,5,5,msp,1996,22,sts-79,mir,sts-81,3077,3864,0,0,0
468,216,127,"springer, robert c.","springer, robert c.",male,1942,u.s.,military,1980 nasa group,1980,1,2,msp,1989,sts-29,sts-29,sts-29,sts-29,119,237,0,0,0
469,216,127,"springer, robert c.","springer, robert c.",male,1942,u.s.,military,1980 nasa group,1980,2,2,msp,1990,sts-38,sts-38,sts-38,sts-38,118,237,0,0,0
470,217,128,"bagian, james p.","bagian, james p.",male,1952,u.s.,civilian,nasa- 9,1980,1,2,msp,1989,sts-29,sts-29,sts-29,sts-29,120,338,0,0,0
471,217,128,"bagian, james p.","bagian, james p.",male,1952,u.s.,civilian,nasa- 9,1980,2,2,msp,1991,sts-40,sts-40,sts-40,sts-40,218,338,0,0,0
472,218,129,"lee, mark c.","lee, mark c.",male,1952,u.s.,military,nasa- 10,1984,1,4,msp,1989,sts-30,sts-30,sts-30,sts-30,97,789.76,0,0,26.02
473,218,129,"lee, mark c.","lee, mark c.",male,1952,u.s.,military,nasa- 10,1984,2,4,msp,1992,sts-47,sts-47,sts-47,sts-47,190,789.76,0,0,26.02
474,218,129,"lee, mark c.","lee, mark c.",male,1952,u.s.,military,nasa- 10,1984,3,4,msp,1994,sts-64,sts-64,sts-64,sts-64,262,789.76,1,6.85,26.02
475,218,129,"lee, mark c.","lee, mark c.",male,1952,u.s.,military,nasa- 10,1984,4,4,msp,1997,sts-82,sts-82,sts-82,sts-82,239,789.76,3,19.17,26.02
476,219,130,"richards, richard n.","richards, richard n.",male,1946,u.s.,military,nasa-9,1980,1,4,pilot,1989,sts-28,sts-28,sts-28,sts-28,120,813,0,0,0
477,219,130,"richards, richard n.","richards, richard n.",male,1946,u.s.,military,nasa-9,1980,2,4,commander,1990,sts-41,sts-41,sts-41,sts-41,96,813,0,0,0
478,219,130,"richards, richard n.","richards, richard n.",male,1946,u.s.,military,nasa-9,1980,3,4,commander,1992,sts-50,sts-50,sts-50,sts-50,336,813,0,0,0
479,219,130,"richards, richard n.","richards, richard n.",male,1946,u.s.,military,nasa-9,1980,4,4,commander,1994,sts-64,sts-64,sts-64,sts-64,242,813,0,0,0
480,220,131,"adamson, james c.","adamson, james c.",male,1946,u.s.,military,nasa- 10,1984,1,2,msp,1989,sts-28,sts-28,sts-28,sts-28,121,334,0,0,0
481,220,131,"adamson, james c.","adamson, james c.",male,1946,u.s.,military,nasa- 10,1984,2,2,msp,1991,sts-43,sts-43,sts-43,sts-43,213,334,0,0,0
482,221,132,"brown, mark n.","brown, mark n.",male,1951,u.s.,military,nasa- 10,1984,1,2,msp,1989,sts-28,sts-28,sts-28,sts-28,121,249,0,0,0
483,221,132,"brown, mark n.","brown, mark n.",male,1951,u.s.,military,nasa- 10,1984,2,2,msp,1991,sts-48,sts-48,sts-48,sts-48,128,249,0,0,0
484,222,133,"mcculley, michael j.","mcculley, michael j.",male,1943,u.s.,military,nasa- 10,1984,1,1,pilot,1989,sts-34,sts-34,sts-34,sts-34,119,119,0,0,0
485,223,134,"baker, ellen s.","baker, ellen s.",female,1953,u.s.,civilian,nasa- 10,1984,1,3,msp,1989,sts-34,sts-34,sts-34,sts-34,120,686,0,0,0
486,223,134,"baker, ellen s.","baker, ellen s.",female,1953,u.s.,civilian,nasa- 10,1984,2,3,msp,1992,sts-50,sts-50,sts-50,sts-50,331,686,0,0,0
487,223,134,"baker, ellen s.","baker, ellen s.",female,1953,u.s.,civilian,nasa- 10,1984,3,3,msp,1995,sts-71,sts-71,sts-71,sts-71,235,686,0,0,0
488,224,135,"carter, manley lanier, jr.","carter, manley lanier, jr.",male,1947,u.s.,military,nasa- 10,1984,1,1,msp,1989,sts-33,sts-33,sts-33,sts-33,120,120,0,0,0
489,225,136,"thornton, kathryn c.","thornton, kathryn c.",female,1952,u.s.,civilian,1984 nasa group,1984,1,4,msp,1989,sts-33,sts-33,sts-33,sts-33,120,975.23,0,0,21.18
490,225,136,"thornton, kathryn c.","thornton, kathryn c.",female,1952,u.s.,civilian,1984 nasa group,1984,2,4,msp,1992,sts-49,sts-49,sts-49,sts-49,213,975.23,1,7.75,21.18
491,225,136,"thornton, kathryn c.","thornton, kathryn c.",female,1952,u.s.,civilian,1984 nasa group,1984,3,4,msp,1993,sts-61,sts-61,sts-61,sts-61,264,975.23,2,13.43,21.18
492,225,136,"thornton, kathryn c.","thornton, kathryn c.",female,1952,u.s.,civilian,1984 nasa group,1984,4,4,msp,1995,sts-73,sts-73,sts-73,sts-73,360,975.23,0,0,21.18
493,226,137,"wetherbee, james d.","wetherbee, james d.",male,1952,u.s.,military,1984 nasa group 10,1984,1,6,pilot,1990,sts-32,sts-32,sts-32,sts-32,261,1594.38,0,0,0
494,226,137,"wetherbee, james d.","wetherbee, james d.",male,1952,u.s.,military,1984 nasa group 10,1984,2,6,commander,1992,sts-52,sts-52,sts-52,sts-52,236,1594.38,0,0,0
495,226,137,"wetherbee, james d.","wetherbee, james d.",male,1952,u.s.,military,1984 nasa group 10,1984,3,6,commander,1995,sts-63,sts-63,sts-63,sts-63,198,1594.38,0,0,0
496,226,137,"wetherbee, james d.","wetherbee, james d.",male,1952,u.s.,military,1984 nasa group 10,1984,4,6,commander,1997,sts-86,sts-86,sts-86,sts-86,259,1594.38,0,0,0
497,226,137,"wetherbee, james d.","wetherbee, james d.",male,1952,u.s.,military,1984 nasa group 10,1984,5,6,commander,2001,sts-102,sts-102,sts-102,sts-102,307,1594.38,0,0,0
498,226,137,"wetherbee, james d.","wetherbee, james d.",male,1952,u.s.,military,1984 nasa group 10,1984,6,6,commander,2002,sts-113,sts-113,sts-113,sts-113,330,1594.38,0,0,0
499,227,138,"ivins, marsha s.","ivins, marsha s.",female,1951,u.s.,civilian,nasa- 10,1984,1,5,msp,1990,sts-32,sts-32,sts-32,sts-32,261,1341.8,0,0,0
500,227,138,"ivins, marsha s.","ivins, marsha s.",female,1951,u.s.,civilian,nasa- 10,1984,2,5,msp,1992,sts-46,sts-46,sts-46,sts-46,191,1341.8,0,0,0
501,227,138,"ivins, marsha s.","ivins, marsha s.",female,1951,u.s.,civilian,nasa- 10,1984,3,5,msp,1994,sts-62,sts-62,sts-62,sts-62,335,1341.8,0,0,0
502,227,138,"ivins, marsha s.","ivins, marsha s.",female,1951,u.s.,civilian,nasa- 10,1984,4,5,msp,1997,sts-81,sts-81,sts-81,sts-81,244,1341.8,0,0,0
503,227,138,"ivins, marsha s.","ivins, marsha s.",female,1951,u.s.,civilian,nasa- 10,1984,5,5,msp,2001,sts-98,sts-98,sts-98,sts-98,309,1341.8,0,0,0
504,228,139,"low, g. david","low, g. david",male,1956,u.s.,civilian,nasa- 10,1984,1,3,msp,1990,sts-32,sts-32,sts-32,sts-32,261,713,0,0,5.83
505,228,139,"low, g. david","low, g. david",male,1956,u.s.,civilian,nasa- 10,1984,2,3,msp,1991,sts-43,sts-43,sts-43,sts-43,213,713,0,0,5.83
506,228,139,"low, g. david","low, g. david",male,1956,u.s.,civilian,nasa- 10,1984,3,3,msp,1993,sts-57,sts-57,sts-57,sts-57,239,713,1,5.83,5.83
507,229,68,"balandin, aleksandr",александр николаевич баландин,male,1953,u.s.s.r/russia,civilian,npoe-4,1978,1,1,flight engineer,1990,6,soyuz tm­9,mir,soyuz tm­9,4297,4297.28,2,10.78,10.78
508,230,140,"casper, john h.","casper, john h.",male,1943,u.s.,military,nasa- 10,1984,1,4,pilot,1990,sts-36,sts-36,sts-36,sts-36,106,825,0,0,0
509,230,140,"casper, john h.","casper, john h.",male,1943,u.s.,military,nasa- 10,1984,2,4,commander,1993,sts-54,sts-54,sts-54,sts-54,143,825,0,0,0
510,230,140,"casper, john h.","casper, john h.",male,1943,u.s.,military,nasa- 10,1984,3,4,commander,1994,sts-62,sts-62,sts-62,sts-62,335,825,0,0,0
511,230,140,"casper, john h.","casper, john h.",male,1943,u.s.,military,nasa- 10,1984,4,4,commander,1996,sts-77,sts-77,sts-77,sts-77,241,825,0,0,0
512,231,141,"thuot, pierre j.","thuot, pierre j.",male,1955,u.s.,military,1985 nasa group,1985,1,3,msp,1990,sts-36,sts-36,sts-36,sts-36,106,654.85,0,0,17.7
513,231,141,"thuot, pierre j.","thuot, pierre j.",male,1955,u.s.,military,1985 nasa group,1985,2,3,msp,1992,sts-49,sts-49,sts-49,sts-49,213,654.85,3,17.7,17.7
514,231,141,"thuot, pierre j.","thuot, pierre j.",male,1955,u.s.,military,1985 nasa group,1985,3,3,msp,1994,sts-62,sts-62,sts-62,sts-62,335,654.85,0,0,17.7
515,232,69,"manakov, gennadi",геннадий михайлович манаков,male,1950,u.s.s.r/russia,military,gknii-2 / tspk-9,1985,1,2,commander,1990,7,soyuz tm­10,mir,soyuz tm­10,3140,7437.3,1,2.75,12.72
516,232,69,"manakov, gennadi",геннадий михайлович манаков,male,1950,u.s.s.r/russia,military,gknii-2 / tspk-9,1985,2,2,commander,1993,13,soyuz tm­16,mir,soyuz tm­16,4296,7437.3,2,9.97,12.72
517,233,142,"cabana, robert d.","cabana, robert d.",male,1949,u.s.,military,nasa- 11,1985,1,4,pilot,1990,sts-41,sts-41,sts-41,sts-41,98,910,0,0,0
518,233,142,"cabana, robert d.","cabana, robert d.",male,1949,u.s.,military,nasa- 11,1985,2,4,pilot,1992,sts-53,sts-53,sts-53,sts-53,175,910,0,0,0
519,233,142,"cabana, robert d.","cabana, robert d.",male,1949,u.s.,military,nasa- 11,1985,3,4,commander,1994,sts-65,sts-65,sts-65,sts-65,354,910,0,0,0
520,233,142,"cabana, robert d.","cabana, robert d.",male,1949,u.s.,military,nasa- 11,1985,4,4,commander,1998,sts-88,sts-88,sts-88,sts-88,283,910,0,0,0
521,234,143,"melnick, bruce e.","melnick, bruce e.",male,1949,u.s.,military,nasa- 12,1987,1,2,msp,1990,sts-41,sts-41,sts-41,sts-41,98,311,0,0,0
522,234,143,"melnick, bruce e.","melnick, bruce e.",male,1949,u.s.,military,nasa- 13,1987,2,2,msp,1992,sts-49,sts-49,sts-49,sts-49,213,311,0,0,0
523,235,144,"akers, thomas d.","akers, thomas d.",male,1951,u.s.,military,nasa- 12,1987,1,4,msp,1990,sts-41,sts-41,sts-41,sts-41,98,814,0,0,30.15
524,235,144,"akers, thomas d.","akers, thomas d.",male,1951,u.s.,military,nasa- 12,1987,2,4,msp,1992,sts-49,sts-49,sts-49,sts-49,213,814,2,16.72,30.15
525,235,144,"akers, thomas d.","akers, thomas d.",male,1951,u.s.,military,nasa- 12,1987,3,4,msp,1993,sts-61,sts-61,sts-61,sts-61,260,814,2,13.43,30.15
526,235,144,"akers, thomas d.","akers, thomas d.",male,1951,u.s.,military,nasa- 12,1987,4,4,msp,1996,sts-79,sts-79,sts-79,sts-79,243,814,0,0,30.15
527,236,145,"culbertson, frank l., jr.","culbertson, frank l., jr.",male,1949,u.s.,military,nasa- 10,1984,1,3,pilot,1990,sts-38,sts-38,sts-38,sts-38,118,3447,0,0,5.07
528,236,145,"culbertson, frank l., jr.","culbertson, frank l., jr.",male,1949,u.s.,military,nasa- 10,1984,2,3,commander,1993,sts-51,sts-51,sts-51,sts-51,236,3447,0,0,5.07
529,236,145,"culbertson, frank l., jr.","culbertson, frank l., jr.",male,1949,u.s.,military,nasa- 10,1984,3,3,commander,2001,3,sts-105,iss,sts-108,3093,3447,1,5.07,5.07
530,237,146,"meade, carl j.","meade, carl j.",male,1950,u.s.,military,nasa- 11,1985,1,3,msp,1990,sts-38,sts-38,sts-38,sts-38,117,710,0,0,6.85
531,237,146,"meade, carl j.","meade, carl j.",male,1950,u.s.,military,nasa- 11,1985,2,3,msp,1992,sts-50,sts-50,sts-50,sts-50,331,710,0,0,6.85
532,237,146,"meade, carl j.","meade, carl j.",male,1950,u.s.,military,nasa- 11,1985,3,3,msp,1994,sts-64,sts-64,sts-64,sts-64,262,710,3,6.85,6.85
533,238,147,"gemar, charles d.","gemar, charles d.",male,1955,u.s.,military,nasa astronaut group 11,1985,1,3,msp,1990,sts-38,sts-38,sts-38,sts-38,118,581.5,0,0,0
534,238,147,"gemar, charles d.","gemar, charles d.",male,1955,u.s.,military,nasa astronaut group 11,1985,2,3,msp,1991,sts-48,sts-48,sts-48,sts-48,128.5,581.5,0,0,0
535,238,147,"gemar, charles d.","gemar, charles d.",male,1955,u.s.,military,nasa astronaut group 11,1985,3,3,msp,1994,sts-62,sts-62,sts-62,sts-62,335,581.5,0,0,0
536,239,148,"durrance, samuel thornton","durrance, samuel thornton",male,1943,u.s.,civilian,ps for astro-1,1984,1,2,psp,1990,astro-1,sts-35,sts-35,sts-35,215.15,614.69,0,0,0
537,239,148,"durrance, samuel thornton","durrance, samuel thornton",male,1943,u.s.,civilian,ps for astro-2,1984,2,2,psp,1995,astro-2,sts-67,sts-67,sts-67,399.54,614.69,0,0,0
538,240,149,"parise, ronald anthony","parise, ronald anthony",male,1951,u.s.,civilian,ps for astro-1,1984,1,2,psp,1990,sts-35,sts-35,sts-35,sts-35,215.15,614.69,0,0,0
539,240,149,"parise, ronald anthony","parise, ronald anthony",male,1951,u.s.,civilian,ps for astro-1,1984,2,2,psp,1995,sts-67,sts-67,sts-67,sts-67,399.54,614.69,0,0,0
540,241,70,"afanasyev, viktor mikhaylovich",виктор михайлович афанасьев,male,1948,u.s.s.r/russia,military,gknii-2 / tspk-9,1985,1,4,commander,1991,8,soyuz tm­11,mir,soyuz tm­11,4201,13338.55,4,20.75,38.05
541,241,70,"afanasyev, viktor mikhaylovich",виктор михайлович афанасьев,male,1948,u.s.s.r/russia,military,gknii-2 / tspk-9,1985,2,4,commander,1994,15,soyuz tm­18,mir,soyuz tm­18,4368,13338.55,0,0,38.05
542,241,70,"afanasyev, viktor mikhaylovich",виктор михайлович афанасьев,male,1948,u.s.s.r/russia,military,gknii-2 / tspk-9,1985,3,4,commander,1999,27,soyuz tm­29,mir,soyuz tm­29,4532,13338.55,3,17.47,38.05
543,241,70,"afanasyev, viktor mikhaylovich",виктор михайлович афанасьев,male,1948,u.s.s.r/russia,military,gknii-2 / tspk-9,1985,4,4,commander,2001,soyuz tm­33/32,soyuz tm­33,soyuz tm­33,soyuz tm­32,236.208,13338.55,0,0,38.05
544,242,1,"akiyama, toyohiro",秋山豊寛,male,1942,japan,civilian,tbs,1989,1,1,journalist,1990,soyuz tm-11/10,soyuz tm-11,soyuz tm-11,soyuz tm-10,189.9,189.9,0,0,0
545,243,150,"cameron, kenneth d.","cameron, kenneth d.",male,1949,u.s.,military,nasa- 10,1984,1,3,pilot,1991,sts-37,sts-37,sts-37,sts-37,143,561,0,0,0
546,243,150,"cameron, kenneth d.","cameron, kenneth d.",male,1949,u.s.,military,nasa- 10,1984,2,3,commander,1993,sts-56,sts-56,sts-56,sts-56,222,561,0,0,0
547,243,150,"cameron, kenneth d.","cameron, kenneth d.",male,1949,u.s.,military,nasa- 10,1984,3,3,commander,1995,sts-74,sts-74,sts-74,sts-74,196,561,0,0,0
548,244,151,"godwin, linda m.","godwin, linda m.",female,1952,u.s.,civilian,nasa astronaut group 11,1985,1,4,msp,1991,sts-37,sts-37,sts-37,sts-37,143.5,917.99,0,0,10.23
549,244,151,"godwin, linda m.","godwin, linda m.",female,1952,u.s.,civilian,nasa astronaut group 12,1985,2,4,msp,1994,sts-59,sts-59,sts-59,sts-59,269.82,917.99,0,0,10.23
550,244,151,"godwin, linda m.","godwin, linda m.",female,1952,u.s.,civilian,nasa astronaut group 13,1985,3,4,msp,1996,sts-76,sts-76,sts-76,sts-76,221.67,917.99,1,6.03,10.23
551,244,151,"godwin, linda m.","godwin, linda m.",female,1952,u.s.,civilian,nasa astronaut group 14,1985,4,4,msp,2001,sts-108,sts-108,sts-108,sts-108,283,917.99,1,4.2,10.23
552,245,152,"apt, jerome","apt, jerome",male,1949,u.s.,civilian,nasa- 11,1985,1,4,msp,1991,sts-37,sts-37,sts-37,sts-37,143.5,847,2,10.82,10.82
553,245,152,"apt, jerome","apt, jerome",male,1949,u.s.,civilian,nasa- 11,1985,2,4,msp,1992,sts-47,sts-47,sts-47,sts-47,190.5,847,0,0,10.82
554,245,152,"apt, jerome","apt, jerome",male,1949,u.s.,civilian,nasa- 11,1985,3,4,msp,1994,sts-59,sts-59,sts-59,sts-59,270,847,0,0,10.82
555,245,152,"apt, jerome","apt, jerome",male,1949,u.s.,civilian,nasa- 11,1985,4,4,msp,1996,sts-79,sts-79,sts-79,sts-79,243,847,0,0,10.82
556,246,153,"hammond, l. blaine, jr.","hammond, l. blaine, jr.",male,1952,u.s.,military,nasa astronaut group 10,1984,1,2,pilot,1991,sts-39,sts-39,sts-39,sts-39,199,461,0,0,0
557,246,153,"hammond, l. blaine, jr.","hammond, l. blaine, jr.",male,1952,u.s.,military,nasa astronaut group 11,1984,2,2,pilot,1994,sts-64,sts-64,sts-64,sts-64,262,461,0,0,0
558,247,154,"harbaugh, gregory j.","harbaugh, gregory j.",male,1956,u.s.,civilian,nasa astronaut group 12,1987,1,4,msp,1991,sts-39,sts-39,sts-39,sts-39,199,816,0,0,18.49
559,247,154,"harbaugh, gregory j.","harbaugh, gregory j.",male,1956,u.s.,civilian,nasa astronaut group 13,1987,2,4,msp,1993,sts-54,sts-54,sts-54,sts-54,143,816,1,4.47,18.49
560,247,154,"harbaugh, gregory j.","harbaugh, gregory j.",male,1956,u.s.,civilian,nasa astronaut group 14,1987,3,4,msp,1995,sts-71,sts-71,sts-71,sts-71,235,816,0,0,18.49
561,247,154,"harbaugh, gregory j.","harbaugh, gregory j.",male,1956,u.s.,civilian,nasa astronaut group 15,1987,4,4,msp,1997,sts-82,sts-82,sts-82,sts-82,239,816,2,14.02,18.49
562,248,155,"mcmonagle, donald r.","mcmonagle, donald r.",male,1952,u.s.,military,nasa- 12,1987,1,3,msp,1991,sts-39,sts-39,sts-39,sts-39,199,604,0,0,0
563,248,155,"mcmonagle, donald r.","mcmonagle, donald r.",male,1952,u.s.,military,nasa- 12,1987,2,3,pilot,1993,sts-54,sts-54,sts-54,sts-54,143,604,0,0,0
564,248,155,"mcmonagle, donald r.","mcmonagle, donald r.",male,1952,u.s.,military,nasa- 12,1987,3,3,commander,1994,sts-66,sts-66,sts-66,sts-66,262,604,0,0,0
565,249,155,"veach, charles lacy","veach, charles lacy",male,1944,u.s.,civilian,1984 nasa group 10,1984,1,2,msp,1991,sts-39,sts-39,sts-39,sts-39,192,436.3,0,0,0
566,249,155,"veach, charles lacy","veach, charles lacy",male,1944,u.s.,civilian,1984 nasa group 10,1984,2,2,msp,1992,sts-52,sts-52,sts-52,sts-52,240,436.3,0,0,0
567,250,157,"hieb, richard j.","hieb, richard j.",male,1955,u.s.,civilian,nasa- 11,1985,1,3,msp,1991,sts-39,sts-39,sts-39,sts-39,199,765,0,0,17.7
568,250,157,"hieb, richard j.","hieb, richard j.",male,1955,u.s.,civilian,nasa- 12,1985,2,3,msp,1992,sts-49,sts-49,sts-49,sts-49,213,765,3,17.7,17.7
569,250,157,"hieb, richard j.","hieb, richard j.",male,1955,u.s.,civilian,nasa- 13,1985,3,3,msp,1994,sts-65,sts-65,sts-65,sts-65,353,765,0,0,17.7
570,251,71,"artsebarsky, anatoly",анатолий павлович арцебарский,male,1956,u.s.s.r/russia,military,gknii-2 / ran-5 / tspk-9,1985,1,1,commander,1991,9,soyuz tm­12,mir,soyuz tm­12,3471,3471.35,6,32.28,32.28
571,252,1,helen sharman,helen sharman,female,1963,u.k.,civilian,1989 juno,1989,1,1,msp,1991,soyuz tm-12/11,soyuz tm-12,soyuz tm-12,soyuz tm-11,189.22,189.22,0,0,0
572,253,158,"gutierrez, sidney m.","gutierrez, sidney m.",male,1951,u.s.,military,nasa astronaut group 10,1984,1,2,msp,1991,sts-40,sts-40,sts-40,sts-40,218,487,0,0,0
573,253,158,"gutierrez, sidney m.","gutierrez, sidney m.",male,1951,u.s.,military,nasa astronaut group 11,1984,2,2,commander,1994,sts-59,sts-59,sts-59,sts-59,269,487,0,0,0
574,254,159,"jernigan, tamara e.","jernigan, tamara e.",female,1959,u.s.,civilian,nasa- 11,1985,1,5,msp,1991,sts-40,sts-40,sts-40,sts-40,218,1511,0,0,7.92
575,254,159,"jernigan, tamara e.","jernigan, tamara e.",female,1959,u.s.,civilian,nasa- 12,1985,2,5,msp,1992,sts-52,sts-52,sts-52,sts-52,236,1511,0,0,7.92
